resume_seq,reg_date,updated_date,degree,graduate_date,hope_salary,last_salary,text_keyword,job_code_seq1,job_code_seq2,job_code_seq3,career_month,career_job_code
U07721,2017-12-12,2020-05-19,4,2007,1500.0,1500.0,패션디자인,디자인,,,19,섬유;봉제;가방;의류
U00506,2020-04-03,2020-05-29,4,2012,3100.0,2900.0,매장영업,재료·화학·섬유·의복,,,19,도소매;유통;무역
U05851,2015-04-19,2020-03-26,4,2004,5250.0,4300.0,상품기획;MD,재료·화학·섬유·의복,,,125,섬유;봉제;가방;의류
U03349,2019-05-14,2020-01-21,4,2012,0.0,2100.0,VMD;디스플레이;인테리어;CAD;백화점;매장;브랜드,재료·화학·섬유·의복,,,22,디자인;CAD;설계
U02512,2020-01-30,2020-04-09,4,2010,2100.0,1100.0,머천다이저;영업엠디;주얼리디자이너;잡화디자이너,재료·화학·섬유·의복,,,12,디자인;CAD;설계
U08246,2019-06-09,2020-01-11,4,2003,3500.0,3500.0,텍스타일디자인;섬유디자인;소재디자인;악세사리디자인;패션디자인,디자인,,,75,섬유;봉제;가방;의류
U04049,2018-11-04,2020-07-28,4,2005,2300.0,2100.0,코디네이터;스타일리스트;디스플레이,재료·화학·섬유·의복,,,60,섬유;봉제;가방;의류
U00090,2020-06-26,2020-06-26,4,1992,4700.0,4700.0,생산관리,재료·화학·섬유·의복,,,252,섬유;봉제;가방;의류
U05818,2020-09-21,2020-11-07,3,0,2300.0,2300.0,여성복;남성복;우븐;신입;막내;디자이너,디자인,,,8,섬유;봉제;가방;의류
U02329,2019-02-22,2020-10-25,4,2009,2300.0,1700.0,우븐디자인;디자이너,재료·화학·섬유·의복,,,20,섬유;봉제;가방;의류
U01357,2019-10-16,2020-08-14,4,2013,0.0,2100.0,바잉MD;상품기획;바이어;마케팅;디스플레이;머천다이저,재료·화학·섬유·의복,,,14,섬유;봉제;가방;의류
U04056,2013-11-14,2020-12-09,4,2010,2100.0,1900.0,패션디자인;의상디자인;신입디자이너;의류;의복;패션,디자인,,,36,섬유;봉제;가방;의류
U02045,2013-11-28,2020-05-16,4,2006,0.0,3300.0,패션그래픽;일러스트레이터,재료·화학·섬유·의복,,,68,도소매;유통;무역
U07552,2019-10-15,2020-06-08,4,2004,0.0,2900.0,매장영업관리,재료·화학·섬유·의복,,,63,섬유;봉제;가방;의류
U04755,2014-09-13,2020-07-06,4,2004,0.0,2700.0,생산관리;수출입오더진행,재료·화학·섬유·의복,,,51,섬유;봉제;가방;의류
U01935,2020-03-08,2020-12-11,4,0,2300.0,0.0,상품기획;머천다이저;MD,재료·화학·섬유·의복,,,0,
U01505,2020-06-11,2020-06-11,5,2009,0.0,2900.0,영업관리;영업기획;니트디자인;여성복디자인;우븐디자인;패션디자인,재료·화학·섬유·의복,,,20,섬유;봉제;가방;의류
U04058,2019-04-03,2020-07-02,4,0,2100.0,0.0,디자이너,디자인,,,12,섬유;봉제;가방;의류
U01747,2020-02-13,2020-12-11,3,2005,0.0,0.0,매장영업;백화점;대리점;할인점;영업MD;아웃도어,재료·화학·섬유·의복,,,68,도소매;유통;무역
U04269,2014-02-23,2020-06-10,4,2013,0.0,4100.0,매장영업,재료·화학·섬유·의복,,,89,자동차;운송장비;조선;항공
U05120,2013-03-14,2020-10-18,4,2001,5750.0,3900.0,스타일디자이너,재료·화학·섬유·의복,,,100,섬유;봉제;가방;의류
U02352,2012-01-08,2020-12-15,4,2008,0.0,0.0,영업부;매장영업관리,재료·화학·섬유·의복,,,104,섬유;봉제;가방;의류
U03983,2020-05-04,2020-11-17,4,2013,2900.0,2900.0,여성복디자이너,재료·화학·섬유·의복,,,36,섬유;봉제;가방;의류
U02393,2019-06-24,2020-06-22,3,2002,3300.0,3300.0,가죽프로모션;특종프로모션;남성복아우터;여성복아우터,재료·화학·섬유·의복,,,144,섬유;봉제;가방;의류
U06368,2019-11-26,2020-01-10,4,2008,0.0,2300.0,백화점;매장;영업;영업MD,재료·화학·섬유·의복,,,18,전기;가스;수도;에너지
U05169,2020-03-21,2020-04-28,4,2014,0.0,0.0,상품기획;영업MD,재료·화학·섬유·의복,,,0,
U07994,2009-12-14,2020-09-19,4,2010,0.0,4700.0,패션디자인,재료·화학·섬유·의복,,,127,섬유;봉제;가방;의류
U01267,2020-04-30,2020-12-26,4,1995,0.0,0.0,감각과열정있는경력디자이너,재료·화학·섬유·의복,,,252,섬유;봉제;가방;의류
U01638,2020-02-03,2020-03-03,4,2006,0.0,4100.0,VMD;MD;바이어;마케팅;매장영업관리,재료·화학·섬유·의복,,,36,섬유;봉제;가방;의류
U06541,2020-05-12,2020-05-12,4,2011,1900.0,1900.0,의류;섬유;매출관리;거래처관리;영업기획;영업지원;캐주얼,재료·화학·섬유·의복,영업·판매·TM,,24,쇼핑몰;전자상거래;경매
U08041,2016-10-23,2020-05-29,4,2005,0.0,2300.0,의상디자인;패션디자인,디자인,,,55,섬유;봉제;가방;의류
U01230,2011-11-22,2020-11-18,4,2009,0.0,7500.0,매장영업관리;영업MD;백화점;전문점;유통;샵마스터;영업;의류;명품;MD,재료·화학·섬유·의복,,,145,섬유;봉제;가방;의류
U02272,2020-01-27,2020-02-26,4,2009,0.0,0.0,영업기획;영업지원;감정평가;공인중개사;부동산경매,경영·기획·회계·사무,영업·판매·TM,전문·교육·자격,0,
U03729,2019-12-31,2020-02-10,4,2008,2300.0,1900.0,디자인;디스플레이;스타일리스트;MD,재료·화학·섬유·의복,,,37,섬유;봉제;가방;의류
U05249,2011-11-19,2020-05-18,4,2010,4300.0,3700.0,패션디자이너,재료·화학·섬유·의복,,,89,디자인;CAD;설계
U07035,2011-06-29,2020-04-27,4,2002,0.0,6750.0,상품기획;머천다이저,재료·화학·섬유·의복,,,174,섬유;봉제;가방;의류
U00930,2019-11-16,2020-01-28,4,2006,0.0,1900.0,패션디자인;전시기획;인테리어;공공디자인,재료·화학·섬유·의복,,,12,섬유;봉제;가방;의류
U06755,2020-02-01,2020-03-03,4,2009,0.0,0.0,마케팅;홍보,재료·화학·섬유·의복,,,0,
U08302,2014-10-07,2020-02-11,4,2004,0.0,4100.0,중국어;영어,재료·화학·섬유·의복,,,25,영화;방송;공연;문화;스포츠
U03286,2020-10-06,2020-11-23,4,2010,2100.0,1900.0,VMD;MERCHANDISING;상품기획;디스플레이,재료·화학·섬유·의복,,,48,기타 서비스
U06310,2017-11-23,2020-09-16,4,2015,2300.0,0.0,MD;쇼핑몰MD;여성복MD;기획MD;수입바잉MD;상품기획;VMD;디스플레이;코디네이터;컬러리스트;패키지,재료·화학·섬유·의복,,,36,쇼핑몰;전자상거래;경매
U06433,2017-06-29,2020-12-21,4,0,0.0,0.0,디자이너;피팅;VMD;코디네이터,디자인,,,0,
U02056,2014-05-21,2020-12-27,3,2008,0.0,0.0,패션;패션디자이너;의류;여성정장;남성의류;피팅;섬유,재료·화학·섬유·의복,,,38,섬유;봉제;가방;의류
U08241,2020-01-23,2020-01-23,4,0,0.0,2300.0,상품기획;MD,재료·화학·섬유·의복,,,0,
U08184,2017-01-19,2020-04-28,4,2016,0.0,0.0,패션디자인,재료·화학·섬유·의복,,,42,디자인;CAD;설계
U04535,2017-01-12,2020-01-09,4,2007,0.0,0.0,디자인,디자인,,,19,섬유;봉제;가방;의류
U00809,2013-04-26,2020-06-14,4,1998,0.0,7500.0,패션디자인,재료·화학·섬유·의복,,,202,섬유;봉제;가방;의류
U05033,2020-07-11,2020-07-12,4,1992,6750.0,6750.0,매장개설,재료·화학·섬유·의복,,,277,섬유;봉제;가방;의류
U07783,2016-12-14,2020-10-07,4,2010,3900.0,3700.0,생산MD,재료·화학·섬유·의복,,,99,섬유;봉제;가방;의류
U03350,2016-10-02,2020-01-30,4,1993,0.0,7500.0,머천다이저,재료·화학·섬유·의복,,,187,기계;각종 장비
U01991,2016-04-10,2020-10-26,4,2009,0.0,3300.0,머천다이저;상품기획,재료·화학·섬유·의복,,,66,섬유;봉제;가방;의류
U04590,2019-11-11,2020-03-18,2,2006,0.0,4100.0,상품기획,재료·화학·섬유·의복,,,90,섬유;봉제;가방;의류
U02770,2017-11-20,2020-04-12,4,2010,2500.0,2300.0,영업MD;영업관리,재료·화학·섬유·의복,,,40,섬유;봉제;가방;의류
U04006,2018-12-08,2020-01-06,4,1999,3700.0,3700.0,거래처관리;대리점관리;매장관리;영업관리;영업기획;영업지원;매장관리,영업·판매·TM,,,138,섬유;봉제;가방;의류
U05128,2020-03-16,2020-11-07,4,2015,2300.0,2100.0,기획MD;피팅;여성복;여성복디자이너,재료·화학·섬유·의복,,,19,디자인;CAD;설계
U02317,2019-01-07,2020-03-16,4,2003,2700.0,2900.0,상품기획MD,재료·화학·섬유·의복,,,54,섬유;봉제;가방;의류
U03370,2017-02-28,2020-04-05,4,2016,0.0,3100.0,상품기획;패션MD;가격협상;생산관리;상품입출고,재료·화학·섬유·의복,,,51,광고;홍보
U08180,2020-01-26,2020-06-09,4,1998,0.0,0.0,해외마켓및브랜드분석,재료·화학·섬유·의복,,,115,섬유;봉제;가방;의류
U02717,2014-03-30,2020-01-05,4,2003,3100.0,2900.0,의류기획엠디;의류,재료·화학·섬유·의복,,,68,섬유;봉제;가방;의류
U00221,2020-01-04,2020-02-04,4,2013,0.0,0.0,상품기획;디자이너,재료·화학·섬유·의복,,,12,섬유;봉제;가방;의류
U02979,2016-11-14,2020-07-04,4,2014,0.0,3900.0,백화점영업;매장관리;매장영업관리,재료·화학·섬유·의복,,,71,섬유;봉제;가방;의류
U02721,2019-07-24,2020-07-30,4,2009,0.0,3300.0,상품기획;기획MD;잡화,재료·화학·섬유·의복,,,64,섬유;봉제;가방;의류
U03917,2019-10-08,2020-07-14,4,2010,0.0,0.0,디자이너;MD,재료·화학·섬유·의복,,,0,섬유;봉제;가방;의류
U00583,2019-04-11,2020-02-17,4,1994,0.0,4500.0,생산관리,재료·화학·섬유·의복,,,174,섬유;봉제;가방;의류
U05498,2020-07-25,2020-07-25,4,2001,4100.0,3700.0,상품기획;생산관리;수출입무역관련,재료·화학·섬유·의복,,,108,섬유;봉제;가방;의류
U00195,2020-11-27,2020-12-18,4,0,0.0,0.0,MD;디자이너,재료·화학·섬유·의복,,,0,섬유;봉제;가방;의류
U00591,2020-04-06,2020-05-18,3,2007,1500.0,1500.0,영업MD,재료·화학·섬유·의복,,,15,섬유;봉제;가방;의류
U03390,2020-05-31,2020-12-23,4,2013,0.0,0.0,의류디자이너,재료·화학·섬유·의복,,,63,섬유;봉제;가방;의류
U07301,2019-06-26,2020-02-20,5,1999,4300.0,4300.0,영업MD;MD;머천다이저,재료·화학·섬유·의복,,,102,섬유;봉제;가방;의류
U06693,2017-03-22,2020-06-28,4,2014,4100.0,2900.0,매장영업;영업MD,재료·화학·섬유·의복,,,52,섬유;봉제;가방;의류
U00321,2013-11-10,2020-03-13,4,2008,0.0,5250.0,영업,재료·화학·섬유·의복,,,132,섬유;봉제;가방;의류
U01660,2020-05-19,2020-05-27,4,2009,0.0,0.0,캐쥬얼디자이너;소재디자이너,디자인,,,0,디자인;CAD;설계
U00414,2020-01-20,2020-01-24,3,2012,2900.0,2900.0,남성복디자이너,재료·화학·섬유·의복,,,48,섬유;봉제;가방;의류
U01803,2020-10-02,2020-10-09,4,2012,2900.0,2500.0,패션디자인,재료·화학·섬유·의복,,,36,쇼핑몰;전자상거래;경매
U04831,2020-04-13,2020-06-01,4,2008,0.0,2700.0,의류;의복,재료·화학·섬유·의복,,,32,섬유;봉제;가방;의류
U07252,2020-04-17,2020-04-18,4,2011,0.0,0.0,여성복패션디자이너;소재디자이너;MD,재료·화학·섬유·의복,,,26,섬유;봉제;가방;의류
U08264,2019-02-12,2020-07-03,4,2016,2300.0,2100.0,디자이너;캐쥬얼,재료·화학·섬유·의복,,,10,섬유;봉제;가방;의류
U04051,2019-10-12,2020-09-03,4,2011,2100.0,2300.0,섬유;아동복;악세사리;우븐;의류;캐주얼;일러스트;포토샵;가방디자인;남성복디자인;니트디자인;데님디자인;섬유디자인;아동복디자인;여성복디자인;우븐디자인;이너웨어디자인;잡화디자인;패션디자인;텍스타일디자인,재료·화학·섬유·의복,디자인,,14,디자인;CAD;설계
U03777,2019-12-12,2020-02-04,4,2006,2900.0,2300.0,상품기획;MD;영업MD,재료·화학·섬유·의복,,,57,도소매;유통;무역
U01651,2020-05-08,2020-12-02,2,1983,2900.0,2700.0,자재;구매;MD;생산관리및총무관리,재료·화학·섬유·의복,,,360,섬유;봉제;가방;의류
U03467,2019-10-10,2020-02-06,5,2008,0.0,0.0,의류;니트;여성복디자인;소재디자인;섬유디자인;패션디자인;텍스타일디자인,경영·기획·회계·사무,재료·화학·섬유·의복,디자인,8,공공행정;경찰;기관;협회
U07903,2018-02-27,2020-08-31,4,2006,5250.0,4900.0,매장영업;백화점영업;로드샵영업;매장관리;영업기획,재료·화학·섬유·의복,,,111,섬유;봉제;가방;의류
U08007,2020-03-28,2020-06-01,4,2006,0.0,4700.0,뉴욕;파슨스;유아동복;디자이너,재료·화학·섬유·의복,,,24,디자인;CAD;설계
U00766,2019-05-01,2020-03-28,4,2008,2700.0,2500.0,상품기획;머천다이저;MD,재료·화학·섬유·의복,,,41,섬유;봉제;가방;의류
U01800,2009-12-29,2020-08-21,4,2002,4100.0,3700.0,영업관리;거래처관리;매장관리;매출관리;영업지원,재료·화학·섬유·의복,,,112,도소매;유통;무역
U00184,2017-01-10,2020-06-29,4,0,3300.0,2700.0,영업;무역;해외무역,영업·판매·TM,재료·화학·섬유·의복,전문·교육·자격,108,반도체;LCD;광학;정밀
U01878,2012-07-21,2020-05-09,4,2003,0.0,3500.0,영업;매장영업관리,재료·화학·섬유·의복,,,96,섬유;봉제;가방;의류
U00039,2018-04-16,2020-04-16,4,2007,0.0,1900.0,상품기획디자이너,디자인,,,21,디자인;CAD;설계
U06854,2019-02-16,2020-03-07,4,1995,4900.0,4900.0,의상디자이너,재료·화학·섬유·의복,,,72,섬유;봉제;가방;의류
U05542,2019-11-17,2020-01-07,4,1988,0.0,4900.0,영업관리대리점;마트;신규;물류,재료·화학·섬유·의복,,,200,섬유;봉제;가방;의류
U05245,2020-02-06,2020-04-13,4,0,1500.0,1100.0,상품기획MD;VMD,디자인,,,0,섬유;봉제;가방;의류
U02816,2020-08-21,2020-08-21,3,2002,4500.0,4500.0,매장관리;신규유통영업;유통바이어영업,재료·화학·섬유·의복,,,198,도소매;유통;무역
U03007,2020-01-13,2020-01-13,4,2010,4100.0,4100.0,생산MD,재료·화학·섬유·의복,,,40,섬유;봉제;가방;의류
U05002,2016-07-01,2020-01-17,4,2010,1700.0,1000.0,여성복디자인;패션쇼핑몰MD,재료·화학·섬유·의복,,,0,영화;방송;공연;문화;스포츠
U01130,2017-11-21,2020-02-16,4,2008,0.0,1300.0,VMD,재료·화학·섬유·의복,,,14,섬유;봉제;가방;의류
U01181,2020-12-17,2020-12-17,3,2006,3100.0,2900.0,생산관리원부자재관리;거래처관리;수불관리,재료·화학·섬유·의복,,,128,전기;전자;통신장비
U08225,2020-07-18,2020-09-19,5,2000,4300.0,3500.0,여성복디자인;패션디자인;우븐디자인,디자인,,,84,섬유;봉제;가방;의류
U06830,2015-05-16,2020-09-28,4,2006,0.0,2700.0,텍스타일디자이너;섬유;소재개발;잡화;의류;악세사리;넥타이;섬유디자인;소재디자인;텍스타일디자인;잡화디자인,재료·화학·섬유·의복,,,44,섬유;봉제;가방;의류
U02591,2020-12-14,2020-12-14,4,1999,5250.0,4900.0,VMD;디스플레이;인테리어,재료·화학·섬유·의복,,,156,디자인;CAD;설계
U06362,2016-02-03,2020-07-06,4,2011,0.0,0.0,웹디자인;홍보;마케팅,재료·화학·섬유·의복,,,38,섬유;봉제;가방;의류
U08046,2020-03-16,2020-10-21,4,2007,2300.0,2100.0,그래픽디자인;용품디자인;텍스타일디자인,디자인,,,30,섬유;봉제;가방;의류
U04471,2020-02-08,2020-03-27,4,2017,0.0,0.0,디자이너,재료·화학·섬유·의복,,,0,
U05522,2020-06-30,2020-12-09,3,2009,0.0,3900.0,남성복디자이너,재료·화학·섬유·의복,,,72,섬유;봉제;가방;의류
U04483,2014-10-20,2020-09-17,4,1994,0.0,2300.0,영업MD및영업관리,재료·화학·섬유·의복,,,84,섬유;봉제;가방;의류
U04062,2019-12-01,2020-10-16,5,2011,3500.0,3300.0,상품기획,재료·화학·섬유·의복,,,77,신문;서적;출판;인쇄
U00282,2018-08-22,2020-05-12,4,2008,0.0,2100.0,머천다이저;MD;상품기획,재료·화학·섬유·의복,,,20,섬유;봉제;가방;의류
U07071,2020-08-30,2020-11-24,4,1995,0.0,6250.0,매장영업관리,재료·화학·섬유·의복,,,226,섬유;봉제;가방;의류
U00280,2019-12-09,2020-02-07,4,2000,3500.0,3300.0,생산관리,재료·화학·섬유·의복,,,115,섬유;봉제;가방;의류
U06075,2020-05-01,2020-05-02,4,1992,0.0,6250.0,영업마케팅상품기획브랜드런칭,재료·화학·섬유·의복,,,180,섬유;봉제;가방;의류
U01980,2018-07-28,2020-01-13,4,2006,2300.0,2300.0,VMD;경력3년;성경활달;체력좋음;근면성실;감각;일러스트포토샵,재료·화학·섬유·의복,,,40,섬유;봉제;가방;의류
U02592,2018-02-22,2020-08-28,4,2010,0.0,4900.0,소재기획;소재디자이너,재료·화학·섬유·의복,,,96,섬유;봉제;가방;의류
U08122,2020-05-28,2020-06-12,4,2012,2500.0,1900.0,상품기획;매장영업관리;마케팅;브랜드;유통;MD;머천다이저,재료·화학·섬유·의복,,,0,학교;학원;직원훈련(교육서비스)
U05839,2020-05-06,2020-12-03,4,2010,0.0,2900.0,의류디자인,재료·화학·섬유·의복,,,36,섬유;봉제;가방;의류
U06241,2010-11-01,2020-07-10,4,2006,0.0,4700.0,디스플레이;VMD,재료·화학·섬유·의복,,,160,디자인;CAD;설계
U04064,2017-01-06,2020-01-21,4,2004,2500.0,2500.0,거래처관리;매장관리;영업기획,재료·화학·섬유·의복,,,51,쇼핑몰;전자상거래;경매
U01005,2011-05-23,2020-09-30,2,0,0.0,4900.0,생산관리,재료·화학·섬유·의복,,,264,섬유;봉제;가방;의류
U02997,2019-05-08,2020-11-14,4,2007,2300.0,1900.0,우븐디자인;패션디자인;여성복디자인;원화디자인;캐릭터디자인,디자인,,,24,섬유;봉제;가방;의류
U04813,2020-04-23,2020-12-07,4,2015,0.0,0.0,MD;영업,재료·화학·섬유·의복,,,0,섬유;봉제;가방;의류
U07182,2018-01-16,2020-09-18,3,2002,3700.0,3500.0,가방;잡화;제품디자인;잡화디자인;잡화디자인,재료·화학·섬유·의복,,,84,섬유;봉제;가방;의류
U07181,2019-05-09,2020-01-21,4,2006,2500.0,2100.0,상품기획,재료·화학·섬유·의복,,,32,섬유;봉제;가방;의류
U05628,2018-10-10,2020-04-04,4,2004,0.0,0.0,브랜드의류생산관리,재료·화학·섬유·의복,,,100,섬유;봉제;가방;의류
U04436,2018-10-02,2020-10-28,4,2007,1900.0,3900.0,4대보험;관리;복리후생;교육기획;인사담당;인재관리;무역;사무행정;일반사무;노무관리;영업관리;영업지원,경영·기획·회계·사무,영업·판매·TM,,0,건설;토목;건축
U07104,2020-01-19,2020-03-23,4,2017,0.0,0.0,디자이너,재료·화학·섬유·의복,,,0,
U01176,2019-12-07,2020-11-08,4,2016,0.0,10000.0,패션디자이너;머천다이저;컬러리스트;무역,재료·화학·섬유·의복,,,0,섬유;봉제;가방;의류
U04736,2019-09-14,2020-05-12,4,0,0.0,0.0,디자이너;디자인,재료·화학·섬유·의복,,,0,
U03653,2018-03-11,2020-12-30,4,2009,2300.0,1900.0,물류관리;물류;물류기획;상품입출고;품질관리;생산관리,경영·기획·회계·사무,,,42,도소매;유통;무역
U03535,2016-03-29,2020-11-08,4,2016,0.0,3100.0,캐주얼웨어디자이너,재료·화학·섬유·의복,,,38,섬유;봉제;가방;의류
U04681,2020-03-26,2020-05-07,5,2004,0.0,0.0,패션디자인;일러스트레이터;그래픽디자인;스타일리스트;우븐디자인;남성복디자인;여성복디자인,경영·기획·회계·사무,재료·화학·섬유·의복,문화·예술·신문·방송,92,출판;인쇄;편집;영상
U00669,2017-11-04,2020-10-03,4,2006,5750.0,5750.0,대리점관리;매장관리;매출관리;영업관리;영업기획;거래처관리;의류;영업팀장;사업계획;브랜딩,재료·화학·섬유·의복,,,164,섬유;봉제;가방;의류
U02280,2020-04-20,2020-06-22,4,2005,1900.0,2500.0,가방;스포츠웨어;대리점관리;의류,재료·화학·섬유·의복,영업·판매·TM,,48,도소매;유통;무역
U03347,2019-12-14,2020-04-18,4,2003,0.0,3500.0,상품기획기획MD;바잉MD,재료·화학·섬유·의복,,,64,섬유;봉제;가방;의류
U07547,2020-07-21,2020-07-23,4,1999,0.0,6750.0,디자인실장,재료·화학·섬유·의복,,,240,섬유;봉제;가방;의류
U01460,2013-10-14,2020-09-15,4,1999,0.0,3700.0,의류생산관리;원부자재관리,경영·기획·회계·사무,재료·화학·섬유·의복,,106,섬유;봉제;가방;의류
U00029,2016-01-20,2020-03-30,4,2012,0.0,4500.0,디자이너;남성복;여성복,재료·화학·섬유·의복,,,92,섬유;봉제;가방;의류
U04199,2017-02-21,2020-09-25,4,2014,0.0,0.0,영업;영업관리,재료·화학·섬유·의복,,,37,섬유;봉제;가방;의류
U03711,2020-04-30,2020-06-12,4,1988,3900.0,6750.0,경영관리;경영분석;구매;구매관리;물류관리;관리;일반관리;영업기획;경매입찰,경영·기획·회계·사무,영업·판매·TM,전문·교육·자격,246,목재;나무;종이;가구
U04740,2011-12-02,2020-06-20,4,2003,3700.0,3500.0,의상디자이너,재료·화학·섬유·의복,,,120,섬유;봉제;가방;의류
U08276,2017-09-27,2020-02-21,4,2010,0.0,1900.0,스포츠웨어디자인;아동복디자인;아웃도어디자인;양말디자인;캐주얼웨어디자인,재료·화학·섬유·의복,,,24,디자인;CAD;설계
U06095,2020-06-09,2020-06-09,2,0,0.0,2900.0,매장관리;영업관리;재고관리;입출고;매장개설,재료·화학·섬유·의복,,,66,섬유;봉제;가방;의류
U07758,2020-02-23,2020-11-23,4,2010,3300.0,3100.0,영업관리;백화점영업관리;의류영업관리;매장영업관리;백화점영업,재료·화학·섬유·의복,영업·판매·TM,,32,도소매;유통;무역
U00459,2020-07-21,2020-09-03,4,2015,0.0,2500.0,디자이너;상품기획;그래픽디자인;피팅,재료·화학·섬유·의복,,,41,섬유;봉제;가방;의류
U05298,2020-02-03,2020-02-03,4,2009,3300.0,3100.0,MD;상품기획,재료·화학·섬유·의복,,,48,섬유;봉제;가방;의류
U07247,2019-04-29,2020-03-30,4,2016,2300.0,1900.0,VMD;디스플레이,재료·화학·섬유·의복,,,9,섬유;봉제;가방;의류
U04714,2020-01-22,2020-03-21,5,2007,0.0,2500.0,소재디자이너,재료·화학·섬유·의복,,,42,섬유;봉제;가방;의류
U01937,2020-02-10,2020-02-10,4,1997,4100.0,3900.0,여성의류디자인;다이마루디자인;우븐디자인,재료·화학·섬유·의복,,,144,섬유;봉제;가방;의류
U05547,2019-12-22,2020-09-18,4,1992,6750.0,7500.0,,재료·화학·섬유·의복,,,279,섬유;봉제;가방;의류
U02043,2020-02-14,2020-03-22,4,1997,0.0,5250.0,매장영업관리핸드백;주얼리;골프의류;남성TD,재료·화학·섬유·의복,,,231,섬유;봉제;가방;의류
U07407,2020-06-25,2020-11-17,4,2008,0.0,2100.0,VMD;디스플레이;코디네이터,재료·화학·섬유·의복,,,10,섬유;봉제;가방;의류
U02431,2016-11-09,2020-12-16,5,1996,3700.0,3500.0,영업MD,재료·화학·섬유·의복,,,100,섬유;봉제;가방;의류
U03997,2019-10-22,2020-02-26,4,0,0.0,0.0,일반영업관리;경영관리;상품기획MD,재료·화학·섬유·의복,,,0,
U07347,2020-09-20,2020-10-07,4,2011,0.0,0.0,상품기획,재료·화학·섬유·의복,,,0,
U05517,2015-07-27,2020-04-10,4,2012,0.0,2700.0,MD;VMD,재료·화학·섬유·의복,,,60,섬유;봉제;가방;의류
U04772,2017-12-10,2020-12-03,4,2011,0.0,2300.0,상품기획MD;영업MD;생산MD,재료·화학·섬유·의복,,,34,섬유;봉제;가방;의류
U01598,2010-09-29,2020-12-08,4,2001,4900.0,4700.0,매장영업관리;머천다이저,재료·화학·섬유·의복,,,130,인력공급;시설유지;TM(용역;도급)
U02335,2020-03-12,2020-04-17,4,2013,0.0,0.0,디자이너;여성복디자이너,재료·화학·섬유·의복,,,12,섬유;봉제;가방;의류
U06415,2015-05-25,2020-09-29,4,2010,3500.0,3500.0,매장영업,재료·화학·섬유·의복,,,75,디자인;CAD;설계
U06048,2015-03-25,2020-04-16,4,2008,0.0,2300.0,디자이너,재료·화학·섬유·의복,,,0,
U05940,2015-06-18,2020-02-24,2,2003,0.0,0.0,생산관리지원합니다,경영·기획·회계·사무,,,165,섬유;봉제;가방;의류
U08145,2020-05-21,2020-05-21,4,1991,4900.0,4700.0,디자인기획및오더관리,재료·화학·섬유·의복,,,209,섬유;봉제;가방;의류
U02309,2019-07-26,2020-05-07,4,2003,3700.0,3100.0,디자이너,디자인,,,84,섬유;봉제;가방;의류
U00426,2020-09-30,2020-11-30,4,2018,2500.0,0.0,머천다이저디자이너,재료·화학·섬유·의복,,,0,
U07261,2012-03-11,2020-08-22,4,2008,3900.0,3300.0,생산;부자재,재료·화학·섬유·의복,,,65,섬유;봉제;가방;의류
U00445,2019-02-28,2020-03-28,3,0,0.0,0.0,기획MD,재료·화학·섬유·의복,,,15,섬유;봉제;가방;의류
U07240,2017-09-18,2020-04-28,4,2015,0.0,3300.0,상품기획,재료·화학·섬유·의복,,,54,섬유;봉제;가방;의류
U03165,2015-05-10,2020-11-22,4,2000,0.0,0.0,여성복디자이너;디렉터,재료·화학·섬유·의복,,,229,섬유;봉제;가방;의류
U04133,2018-08-15,2020-04-05,4,2015,0.0,3300.0,MD;상품기획;영업;마케팅,재료·화학·섬유·의복,,,36,쇼핑몰;전자상거래;경매
U01807,2020-05-11,2020-05-11,4,2010,0.0,2100.0,상품기획;기획MD,재료·화학·섬유·의복,,,48,광고;홍보
U01453,2020-08-30,2020-08-31,4,0,2300.0,2300.0,품질관리;물류관리;유통;영업관리;매장관리;거래처관리,경영·기획·회계·사무,영업·판매·TM,,0,
U03422,2020-04-20,2020-07-09,4,0,0.0,0.0,텍스타일;생산,재료·화학·섬유·의복,,,0,
U06503,2018-02-14,2020-09-06,4,2007,0.0,2300.0,상품기획;머천다이저,재료·화학·섬유·의복,,,35,섬유;봉제;가방;의류
U00806,2020-02-24,2020-04-09,4,2012,2700.0,2500.0,VMD;DISPLAY;디스플레이,재료·화학·섬유·의복,,,0,반도체;LCD;광학;정밀
U00873,2013-10-20,2020-11-09,4,1997,5750.0,5250.0,상품기획,재료·화학·섬유·의복,,,145,도소매;유통;무역
U03566,2020-10-11,2020-10-11,4,2007,2500.0,2100.0,생산;자재;구매;영업영업관리;MD;홍보,재료·화학·섬유·의복,,,56,도소매;유통;무역
U04637,2020-03-19,2020-05-08,4,2009,0.0,2100.0,패션디자인,재료·화학·섬유·의복,,,19,섬유;봉제;가방;의류
U00004,2017-10-26,2020-04-27,4,2011,0.0,0.0,상품기획;영업기획,재료·화학·섬유·의복,,,27,섬유;봉제;가방;의류
U00566,2017-03-02,2020-07-28,4,1995,0.0,5250.0,상품기획;MD;의복;의류;캐주얼;데님;스포츠웨어,경영·기획·회계·사무,재료·화학·섬유·의복,,180,섬유;봉제;가방;의류
U02956,2018-07-15,2020-03-10,4,2015,3900.0,3700.0,생산관리;생산;MD;생산MD;소싱;SOURCING,재료·화학·섬유·의복,,,38,섬유;봉제;가방;의류
U00372,2016-09-19,2020-10-27,4,2003,3500.0,3100.0,우븐디자인,재료·화학·섬유·의복,,,72,디자인;CAD;설계
