resume_seq,hischool_type_seq,hischool_special_type,hischool_nation,hischool_gender,hischool_location_seq,univ_type_seq1,univ_type_seq2,univ_transfer,univ_location,univ_major,univ_sub_major,univ_major_type,univ_score
U02927,16,특성화고,사립,여자학교,11,5,5,0,5,,,3,80.0
U04591,21,일반고,사립,남자학교,3,0,0,0,0,,,3,70.0
U00806,21,일반고,공립,남여공학,5,0,0,0,0,,,13,70.0
U05204,0,기타,기타,기타,0,5,5,0,7,불어불문,,0,70.0
U05822,0,기타,기타,기타,11,5,5,0,3,,,9,70.0
U06802,21,일반고,사립,여자학교,15,5,5,0,15,,,20,90.0
U08475,21,일반고,공립,남여공학,3,5,5,0,3,,,19,80.0
U04882,21,일반고,사립,여자학교,9,3,5,0,9,,,9,80.0
U01818,21,일반고,공립,남여공학,11,0,0,0,0,디지털미디어,,10,0.0
U01175,21,일반고,사립,남여공학,3,5,5,0,3,,,9,70.0
U02082,21,일반고,공립,남자학교,4,3,5,0,4,,,2,50.0
U01481,21,일반고,사립,남자학교,8,3,5,0,8,,,10,80.0
U06156,0,기타,기타,기타,0,5,5,0,11,,,10,80.0
U02531,21,일반고,사립,남자학교,3,3,5,0,3,컴퓨터응용제어,,10,70.0
U05189,21,일반고,공립,여자학교,18,5,5,0,3,,,9,80.0
U01862,21,일반고,사립,남여공학,5,5,5,0,5,동양화,,9,80.0
U03801,21,일반고,사립,남여공학,6,5,5,0,3,,,9,80.0
U06054,21,일반고,공립,남여공학,3,5,5,0,17,,,3,80.0
U06937,21,일반고,사립,남자학교,5,5,5,0,10,,,18,80.0
U06166,21,일반고,공립,남여공학,11,5,5,0,11,,,10,70.0
U02642,21,일반고,사립,여자학교,7,5,5,0,9,,,9,70.0
U01847,0,기타,기타,기타,0,5,10,0,3,산업미술학과,,9,90.0
U02569,21,일반고,공립,여자학교,6,5,5,0,11,,,13,70.0
U02480,21,일반고,사립,남자학교,3,5,5,0,13,,,5,80.0
U06476,21,일반고,사립,남여공학,6,3,5,0,11,,,5,80.0
U04974,21,일반고,사립,여자학교,3,5,5,0,3,,,4,80.0
U05960,0,기타,기타,기타,0,5,5,0,12,,,4,90.0
U07629,0,기타,기타,기타,0,5,7,0,3,,,3,70.0
U05487,0,기타,기타,기타,0,5,5,0,18,,,0,70.0
U04636,21,일반고,사립,여자학교,3,3,5,0,15,,,0,70.0
U04724,21,일반고,공립,여자학교,5,5,5,0,3,,,3,80.0
U01289,21,일반고,공립,남여공학,12,5,5,0,12,,,19,70.0
U06152,21,일반고,공립,남여공학,3,5,5,0,3,,,9,90.0
U07215,19,특목고,사립,남여공학,5,5,5,0,3,,,9,80.0
U03040,21,일반고,사립,남자학교,10,5,5,0,10,,,4,80.0
U05997,0,기타,기타,기타,0,4,5,0,13,,,4,90.0
U04727,21,일반고,공립,남자학교,17,3,5,0,10,,,3,70.0
U00443,0,기타,기타,기타,0,0,0,0,0,실내디자인학과,,9,80.0
U03333,21,일반고,사립,여자학교,13,5,5,0,17,,,9,80.0
U01451,21,일반고,공립,여자학교,10,5,5,0,10,,,0,90.0
U01766,21,일반고,사립,남여공학,15,3,5,0,15,생체공학과,,16,80.0
U05659,21,일반고,공립,남여공학,3,5,10,0,5,,,3,20.0
U05771,21,일반고,사립,남자학교,3,5,5,0,5,식품생명공학,,16,80.0
U00871,0,기타,기타,기타,0,5,5,0,5,,,18,60.0
U05242,0,기타,기타,기타,5,5,5,0,5,,,9,80.0
U07599,21,일반고,공립,여자학교,11,3,5,0,11,,,19,70.0
U05448,0,기타,기타,기타,5,5,5,0,3,회화과한국화,,9,80.0
U05016,21,일반고,사립,남자학교,3,5,5,0,4,,패션디자인학과라사라패션학원,4,60.0
U00529,0,기타,기타,기타,0,5,5,0,3,재료공학,,10,50.0
U06910,8,특성화고,공립,남여공학,3,3,6,0,3,,,5,60.0
U03123,21,자율고,공립,남자학교,13,5,5,0,13,,,3,70.0
U07786,0,기타,기타,기타,3,0,0,0,0,,,9,70.0
U02866,21,일반고,공립,여자학교,10,5,5,0,10,,,4,80.0
U03480,16,특성화고,사립,여자학교,6,5,5,0,3,,,9,70.0
U03563,21,일반고,공립,남여공학,17,5,5,0,10,,,9,0.0
U08383,21,일반고,공립,남여공학,5,5,5,0,13,,,9,70.0
U01205,21,일반고,공립,여자학교,5,5,5,0,3,,,19,80.0
U07253,21,일반고,사립,여자학교,13,5,5,0,3,,,17,80.0
U03675,0,기타,기타,기타,0,5,5,0,5,,,9,60.0
U00874,21,일반고,공립,남자학교,3,5,5,0,5,,,7,80.0
U05920,21,일반고,사립,남여공학,17,5,5,0,3,,,9,70.0
U08228,21,일반고,사립,여자학교,5,0,0,0,0,BachelorofArtsFashionDesign,,9,80.0
U07972,21,일반고,사립,남여공학,3,5,5,0,3,,,4,4.5
U00323,21,일반고,사립,남여공학,15,3,5,0,15,,,19,70.0
U04178,21,일반고,사립,여자학교,7,5,5,0,3,,,9,90.0
U02981,21,일반고,사립,여자학교,3,5,5,0,3,,,5,80.0
U03808,21,일반고,사립,남자학교,9,5,5,0,7,법학과,,18,70.0
U08436,0,기타,기타,기타,3,3,6,0,3,,,5,2.4
U04790,21,일반고,사립,남자학교,3,5,5,0,18,,,3,60.0
U04382,21,일반고,공립,남여공학,5,5,5,0,5,,,19,80.0
U05934,21,일반고,사립,남자학교,5,5,5,0,3,,,3,80.0
U08302,21,일반고,공립,남여공학,5,5,5,0,3,사회복지학,중국어특기자,5,0.0
U02684,21,일반고,사립,여자학교,10,5,5,0,17,일본언어문화학,영미영어문화학,8,80.0
U05134,21,일반고,공립,남여공학,9,3,5,0,7,,,19,80.0
U04074,0,기타,기타,기타,0,5,5,0,3,,,9,20.0
U02045,21,일반고,사립,여자학교,3,5,5,0,3,,,9,90.0
U05956,21,일반고,공립,여자학교,15,0,0,0,0,Sociology,PoliticsandInternationalRelations,5,0.0
U01469,21,일반고,사립,남여공학,3,5,5,0,3,,,9,80.0
U08235,21,일반고,사립,남여공학,5,0,0,0,0,,,9,80.0
U00305,0,기타,기타,기타,3,5,5,0,5,응용통계,,0,80.0
U02873,21,일반고,사립,남자학교,3,5,10,0,5,,,3,80.0
U04613,21,일반고,사립,남여공학,5,3,5,0,11,,,20,80.0
U03319,21,일반고,공립,남여공학,11,3,5,0,11,,,5,80.0
U03330,21,일반고,사립,여자학교,3,5,5,0,3,,,19,70.0
U00285,21,일반고,공립,남여공학,3,5,5,0,3,,,9,80.0
U07427,0,기타,기타,기타,0,5,5,0,10,,,4,90.0
U05561,0,기타,기타,기타,0,5,5,0,11,신소재물리학과,,4,80.0
U01255,21,일반고,공립,남여공학,5,5,5,0,18,,,0,80.0
U00728,0,기타,기타,기타,0,5,5,0,10,,,5,80.0
U07216,21,일반고,사립,남여공학,14,3,5,0,14,,,0,80.0
U04114,21,일반고,사립,남여공학,5,5,7,0,11,아동가족복지학과,,5,90.0
U07575,21,일반고,사립,남여공학,11,5,5,0,11,,,4,70.0
U00438,21,일반고,공립,남자학교,13,5,5,0,3,,,10,70.0
U06594,21,일반고,공립,남여공학,5,5,5,0,3,,전문영어,9,80.0
U03106,21,일반고,사립,여자학교,3,5,5,0,3,,,8,70.0
U07812,0,기타,기타,기타,0,5,5,0,8,,,9,80.0
U07227,21,자율고,사립,남자학교,3,5,5,0,3,,,9,80.0
U00174,21,일반고,사립,남자학교,11,3,5,0,11,동아시아학과,,5,80.0
U03912,21,일반고,공립,남여공학,6,5,5,0,5,디자인학부섬유공예디자인,,9,70.0
U01871,0,기타,기타,기타,0,5,5,0,11,국제무역통상학과,,3,70.0
U01334,21,일반고,공립,여자학교,8,5,5,0,8,산업디자인학,,9,70.0
U04658,0,기타,기타,기타,0,5,5,0,11,,,4,80.0
U00925,21,일반고,공립,남여공학,5,5,5,0,17,,,9,90.0
U05641,0,기타,기타,기타,3,5,5,0,3,,,4,70.0
U00794,21,일반고,사립,남자학교,4,5,5,0,4,,,3,80.0
U06370,0,기타,기타,기타,0,5,5,0,11,,,13,80.0
U01899,21,일반고,공립,남여공학,5,5,5,0,11,,,4,80.0
U06680,21,일반고,공립,남여공학,3,5,5,0,4,,,3,60.0
U00022,21,일반고,공립,남여공학,5,5,5,0,17,스포츠의학과,체욱과학과,9,90.0
U06225,21,일반고,공립,남여공학,5,5,10,0,3,니트패션디자인,,9,80.0
U03181,21,일반고,공립,남여공학,14,5,5,0,9,,,9,70.0
U01030,0,기타,기타,기타,3,5,5,0,18,,,0,80.0
U06651,0,기타,기타,기타,18,5,5,0,10,,,9,70.0
U04732,19,특목고,공립,남여공학,5,5,5,0,5,성악과,피아노,9,70.0
U04312,21,일반고,사립,남여공학,6,3,5,0,14,동물자원과학과,,4,70.0
U03823,21,자율고,사립,남자학교,3,5,5,0,3,서반아어과,,8,80.0
U02420,21,자율고,사립,남자학교,3,5,5,0,5,,,10,70.0
U03111,21,자율고,사립,남여공학,3,5,5,0,3,,,5,80.0
U01895,21,일반고,공립,남자학교,17,0,0,0,0,한어학,,8,80.0
U01250,21,일반고,공립,남여공학,3,5,5,0,19,,,3,80.0
U03100,21,일반고,사립,여자학교,6,5,5,0,5,,,9,80.0
U06656,0,기타,기타,기타,0,3,5,0,4,컴퓨터정보통신공학전공,,6,0.0
U04381,8,특성화고,공립,남자학교,9,0,0,0,0,,,4,70.0
U05303,21,일반고,공립,남여공학,3,5,5,0,18,,,9,70.0
U03045,21,일반고,공립,남여공학,5,3,6,0,3,,,19,70.0
U06941,21,일반고,사립,남여공학,3,5,5,0,18,,,0,70.0
U00416,21,일반고,사립,여자학교,3,5,5,0,3,,,9,80.0
U01454,0,기타,기타,기타,0,5,5,0,3,러시아어문학과,패션디자인학과,8,90.0
U05715,21,일반고,공립,남여공학,3,5,5,0,3,,,4,90.0
U05664,0,기타,기타,기타,0,5,5,0,3,,,5,70.0
U04513,21,자율고,사립,남자학교,11,5,5,0,11,,,0,60.0
U06047,21,일반고,공립,남여공학,5,5,5,0,3,,,5,70.0
U01971,21,일반고,사립,여자학교,3,5,5,0,3,,,9,70.0
U08152,21,일반고,사립,여자학교,3,5,5,0,15,미술학부,,9,80.0
U04010,0,기타,기타,기타,0,5,5,0,5,일어일문학,,8,80.0
U01990,0,기타,기타,기타,5,5,10,0,5,,,5,80.0
U08418,21,일반고,사립,남여공학,17,5,5,0,17,,,9,70.0
U07132,21,일반고,공립,남여공학,3,5,5,0,7,,,9,70.0
U03251,21,일반고,사립,남자학교,3,5,5,0,3,,,9,60.0
U04135,0,기타,기타,기타,3,5,5,0,3,지리학과,,5,80.0
U07930,21,일반고,공립,남여공학,5,5,5,0,3,,,4,70.0
U03467,21,일반고,공립,남여공학,6,3,5,0,16,,,4,80.0
U05885,21,일반고,사립,남여공학,6,0,0,0,0,,,9,90.0
U07196,21,일반고,사립,남자학교,3,5,5,0,9,,텍스타일디자인학과,9,70.0
U00796,21,일반고,사립,남자학교,7,5,5,0,7,,,10,80.0
U06940,21,일반고,사립,남자학교,3,5,5,0,5,,,9,90.0
U03631,21,일반고,사립,남자학교,15,5,5,0,15,,경영회계,9,70.0
U06525,0,기타,기타,기타,0,4,5,0,13,의생활학과,,4,90.0
U04488,21,일반고,공립,남여공학,5,5,5,0,3,중국언어문화학과,,8,70.0
U06474,16,특성화고,사립,여자학교,3,5,5,0,5,,,5,80.0
U06560,0,기타,기타,기타,0,5,5,0,10,,,4,80.0
U05837,0,기타,기타,기타,0,5,5,0,3,,패션디자인학부,9,80.0
U03178,21,자율고,사립,남자학교,3,5,5,0,15,,,3,60.0
U01173,21,일반고,공립,남여공학,5,5,5,0,13,,,19,90.0
U07823,21,일반고,사립,남여공학,17,5,5,0,10,,,4,70.0
U02498,21,일반고,사립,남여공학,14,4,5,0,13,,,5,70.0
U00797,16,특성화고,사립,여자학교,17,5,5,0,3,,,9,80.0
U04533,21,일반고,사립,남자학교,3,5,5,0,17,해양생명공학,,4,70.0
U06243,21,일반고,공립,남여공학,5,5,5,0,5,,,9,90.0
U06085,0,기타,기타,기타,15,5,5,0,15,,,20,80.0
U00402,21,일반고,공립,여자학교,3,0,0,0,0,foundationcourse,,9,70.0
U00458,21,일반고,공립,여자학교,5,0,0,0,0,복장조형학,,9,90.0
U01968,21,일반고,공립,남여공학,5,5,5,0,3,,,9,80.0
U08468,21,자율고,사립,남자학교,3,5,5,0,9,,,9,70.0
U03174,21,일반고,공립,남여공학,12,5,5,0,7,,,3,70.0
U01630,21,일반고,공립,남자학교,4,3,5,0,4,,,18,70.0
U00116,21,일반고,사립,남자학교,3,5,5,0,5,실버산업학과,,3,70.0
U05756,0,기타,기타,기타,3,5,5,0,3,섬유미술패션디자인과,,0,80.0
U06299,21,일반고,공립,여자학교,4,3,5,0,4,,,9,70.0
U02976,0,기타,기타,기타,0,5,5,0,3,,,9,80.0
U02133,0,기타,기타,기타,0,5,5,0,3,국제통상학전공,,3,80.0
U06568,21,일반고,사립,여자학교,0,3,5,0,14,,,9,80.0
U05562,0,기타,기타,기타,14,3,5,0,14,,,4,80.0
U08412,21,일반고,사립,남자학교,4,3,5,0,4,,,3,70.0
U04787,21,자율고,사립,남자학교,17,5,5,0,18,,,13,70.0
U01355,21,일반고,사립,여자학교,3,5,5,0,3,,,9,70.0
U01757,0,기타,기타,기타,8,5,5,0,8,,,9,90.0
U02596,21,일반고,사립,여자학교,14,5,5,0,15,,,19,80.0
U04219,21,일반고,사립,남여공학,3,5,5,0,5,,,3,70.0
U04278,21,일반고,공립,여자학교,3,0,0,0,0,,,8,80.0
U04584,21,일반고,사립,남여공학,5,5,5,0,5,,,9,90.0
U06733,21,일반고,공립,남여공학,3,5,5,0,5,,,5,80.0
U07285,19,특목고,사립,남여공학,11,5,5,0,11,,,9,90.0
U02789,21,일반고,사립,남자학교,13,5,5,0,5,,,9,70.0
U05505,21,일반고,사립,남자학교,3,5,5,0,5,,,2,70.0
U04579,21,일반고,사립,여자학교,5,5,5,0,3,,,0,60.0
U04763,21,일반고,공립,남자학교,18,5,5,0,18,,,3,80.0
U02254,21,일반고,사립,여자학교,17,5,5,0,11,,,4,60.0
U02038,21,일반고,공립,여자학교,13,5,5,0,5,,,3,80.0
U06264,21,자율고,공립,남여공학,5,0,0,0,0,,,9,0.0
U06891,0,기타,기타,기타,0,0,0,0,0,,,9,0.0
U01864,0,기타,기타,기타,17,0,0,0,0,,,9,80.0
U02266,0,기타,기타,기타,0,5,5,0,17,,,9,90.0
U07318,21,자율고,사립,남자학교,3,5,5,0,5,,,9,80.0
U07686,21,일반고,사립,남여공학,8,5,5,0,8,,가정교육학과,9,90.0
U00937,21,일반고,사립,여자학교,3,5,5,0,5,,,9,80.0
U04026,21,자율고,공립,남여공학,0,5,5,0,5,,언론홍보학,8,80.0
U01825,21,자율고,공립,남자학교,17,5,5,0,17,,,9,70.0
U01515,0,기타,기타,기타,0,5,5,0,9,,,3,80.0
U05816,21,일반고,공립,남여공학,3,5,5,0,5,,,8,70.0
U00288,21,일반고,공립,남자학교,3,5,5,0,5,통계정보,,4,60.0
U06287,0,기타,기타,기타,0,0,0,0,0,,,9,0.0
U02871,0,기타,기타,기타,0,0,0,0,0,psychology,,5,80.0
U07717,21,일반고,사립,여자학교,11,5,5,0,11,,,9,80.0
U06150,21,일반고,사립,남여공학,5,3,6,0,3,미디어영상,,5,90.0
U04935,0,기타,기타,기타,0,5,5,0,7,경제,,3,70.0
U01952,21,일반고,공립,여자학교,13,5,5,0,5,,,9,90.0
U04035,21,일반고,공립,남자학교,5,5,5,0,17,,,4,80.0
U07660,21,일반고,사립,여자학교,3,5,5,0,3,,,3,80.0
U08284,21,일반고,사립,남여공학,15,5,5,0,15,,,19,70.0
U00884,21,일반고,사립,남자학교,3,5,5,0,3,,,3,60.0
U07319,21,일반고,공립,남여공학,3,5,5,0,5,생명과학과,,4,0.0
U04385,21,일반고,사립,남자학교,17,5,5,0,3,,,0,70.0
U00747,21,일반고,사립,남자학교,10,5,5,0,3,,,19,90.0
U06674,21,자율고,공립,남자학교,18,3,5,0,18,,,19,80.0
U01902,21,일반고,사립,여자학교,3,5,5,0,3,,,5,70.0
U05905,21,일반고,사립,여자학교,3,5,5,0,3,,,9,80.0
U07603,21,자율고,공립,남자학교,18,5,5,0,13,,,10,70.0
U06764,21,일반고,공립,남여공학,3,5,5,0,3,일어일문,,5,70.0
U07402,0,기타,기타,기타,0,5,5,0,3,,,9,70.0
U02114,21,일반고,공립,여자학교,10,4,5,0,13,,,3,70.0
U03169,21,일반고,공립,남자학교,3,5,5,0,5,,,14,82.6
U06392,0,기타,기타,기타,0,5,5,0,3,,,5,80.0
U05800,21,일반고,사립,여자학교,3,5,5,0,3,히브리학과,,8,80.0
U02772,21,일반고,사립,남자학교,3,5,5,0,3,,,3,80.0
U00354,21,일반고,공립,남자학교,11,3,5,0,3,,,9,80.0
U08113,21,일반고,사립,남자학교,3,0,0,0,0,,,8,70.0
U00994,0,기타,기타,기타,0,5,5,0,15,중국어문학과,,8,80.0
U07066,21,일반고,공립,남여공학,5,5,5,0,18,,,9,70.0
U08260,0,기타,기타,기타,0,3,5,0,7,섬유패션공학전공,,10,80.0
U04659,21,일반고,공립,여자학교,17,5,5,0,10,,,4,80.0
U00260,21,자율고,공립,여자학교,5,5,5,0,5,,,8,70.0
U02464,0,기타,기타,기타,0,5,5,0,18,,,9,60.0
U05817,21,일반고,사립,여자학교,3,5,5,0,3,,,4,80.0
U04927,0,기타,기타,기타,0,4,5,0,13,,,4,80.0
U06690,21,일반고,사립,남자학교,3,5,5,0,3,,,3,70.0
U02462,21,일반고,공립,남여공학,3,3,5,0,3,안경광학,,4,80.0
U00487,21,일반고,공립,여자학교,7,5,5,0,7,,,0,80.0
U03398,21,일반고,공립,남자학교,5,5,5,0,13,,,3,70.0
U02685,21,일반고,공립,남자학교,15,5,5,0,3,,,3,60.0
U05094,21,일반고,사립,여자학교,3,5,5,0,3,언론정보학부신문방송학과,,5,80.0
U08106,21,일반고,사립,여자학교,3,0,0,0,0,,,9,80.0
U03428,21,일반고,사립,여자학교,17,5,5,0,10,,,19,80.0
U02788,19,특목고,사립,남여공학,9,5,5,0,7,공예디자인섬유전공,,9,70.0
U03817,0,기타,기타,기타,0,0,0,0,0,,,8,60.0
U00801,21,일반고,사립,남자학교,15,5,5,0,3,독일어,,8,80.0
U04713,8,특성화고,공립,남여공학,11,0,0,0,0,,,9,90.0
U05603,21,일반고,사립,여자학교,9,5,5,0,7,패션산업학,,19,80.0
U00179,21,일반고,사립,여자학교,7,5,5,0,18,,,4,80.0
U00312,21,일반고,사립,남여공학,6,5,5,0,3,,,19,80.0
U01191,21,일반고,사립,여자학교,3,5,5,0,3,,,4,80.0
U04226,21,일반고,공립,남여공학,5,5,5,0,17,,,9,80.0
U00618,21,일반고,사립,여자학교,3,5,5,0,3,,,19,80.0
U08390,21,일반고,공립,여자학교,13,5,5,0,18,,,9,70.0
U00509,0,기타,기타,기타,0,5,5,0,5,,,4,90.0
U07939,0,기타,기타,기타,18,5,5,0,18,,,9,90.0
U03952,21,일반고,공립,여자학교,12,0,0,0,0,,,9,70.0
U07009,21,일반고,사립,여자학교,3,0,0,0,0,,,20,90.0
U05938,21,일반고,사립,남여공학,3,5,5,0,5,생활체육경기지도전공,,9,70.0
U01991,21,일반고,공립,여자학교,13,5,5,0,3,,,9,70.0
U03681,0,기타,기타,기타,8,0,0,0,0,,,4,80.0
U01559,0,기타,기타,기타,3,5,5,0,3,,,4,80.0
U01416,0,기타,기타,기타,0,5,10,0,3,,,19,90.0
U03666,0,기타,기타,기타,0,5,5,0,3,,,10,70.0
U07900,0,기타,기타,기타,0,0,0,0,0,,,3,90.0
U05760,21,일반고,사립,여자학교,8,5,5,0,8,산업디자인학과,,9,80.0
U02330,21,일반고,사립,여자학교,3,5,5,0,3,,,0,80.0
U03099,21,일반고,공립,여자학교,13,5,5,0,5,,,19,80.0
U04606,21,일반고,사립,남자학교,3,5,5,0,3,,,14,70.0
U01256,21,일반고,사립,남여공학,5,5,5,0,3,텍스타일디자인섬유,,9,70.0
U06487,21,일반고,공립,남여공학,5,5,5,0,3,,,3,70.0
U03008,21,일반고,사립,여자학교,3,5,5,0,3,,,9,80.0
U01735,21,일반고,사립,남자학교,8,5,5,0,5,,,3,80.0
U04698,0,기타,기타,기타,5,4,5,0,13,,,4,80.0
U04529,0,기타,기타,기타,7,5,5,0,3,영미어문학과,,8,70.0
U07107,21,일반고,사립,여자학교,6,5,5,0,11,,,19,80.0
U05984,0,기타,기타,기타,14,5,5,0,5,,,4,80.0
U05162,21,자율고,사립,남자학교,9,5,5,0,7,조형학과,,0,70.0
U00335,22,일반고,사립,남여공학,5,5,5,0,18,,,9,80.0
U01606,21,일반고,사립,남여공학,5,0,0,0,0,,,20,80.0
U01841,0,기타,기타,기타,0,5,5,0,5,,,19,80.0
U01081,0,기타,기타,기타,0,5,5,0,10,,,5,0.0
U07920,0,기타,기타,기타,0,5,4,0,3,,,9,70.0
U01815,21,일반고,사립,여자학교,3,5,5,0,3,섬유공예섬유디자인서울캠퍼스,,9,70.0
U05331,21,일반고,사립,남자학교,11,3,5,0,14,,,4,80.0
U01781,21,일반고,사립,남자학교,5,0,0,0,0,,,3,60.0
U02150,0,기타,기타,기타,0,5,5,0,7,,,8,80.0
U04491,21,일반고,사립,남자학교,5,3,5,0,15,자원에너지공학과,,2,80.0
U03450,21,일반고,공립,남여공학,3,5,5,0,3,,,0,80.0
U00436,21,일반고,사립,여자학교,3,0,0,0,0,,,9,80.0
U04189,0,기타,기타,기타,0,0,0,0,0,,,19,80.0
U07585,21,일반고,사립,남자학교,9,5,5,0,7,영어교육,,17,80.0
U01304,21,일반고,사립,남자학교,3,5,10,1,5,프랜차이즈경영학,,3,80.0
U02629,21,일반고,사립,남자학교,11,5,5,0,11,,,0,70.0
U01333,0,기타,기타,기타,4,5,5,0,3,,,9,70.0
U01904,18,일반고,사립,여자학교,8,5,5,0,3,,,4,70.0
U06659,21,일반고,사립,남자학교,0,5,5,0,7,산림자원,,23,80.0
U00079,21,일반고,공립,여자학교,10,3,5,0,10,,,19,80.0
U05792,0,기타,기타,기타,0,5,5,0,3,예술대학,,9,70.0
U01654,21,자율고,공립,남여공학,0,3,5,0,10,편입산업미술학과공예,,9,80.0
U01921,0,기타,기타,기타,0,3,5,0,11,,,5,80.0
U08347,0,기타,기타,기타,0,5,5,0,3,지리학,,0,30.0
U07856,21,일반고,사립,남자학교,3,5,5,0,7,,,2,80.0
U02564,21,일반고,사립,여자학교,3,5,10,0,11,,,4,80.0
U00287,21,일반고,공립,남여공학,5,5,5,0,17,,,0,80.0
U03718,21,일반고,사립,여자학교,3,5,5,0,3,,,9,0.0
U02830,21,자율고,공립,여자학교,10,3,5,0,10,,,0,70.0
U08348,0,기타,기타,기타,0,5,5,0,8,,,14,90.0
U07696,21,일반고,사립,남여공학,3,3,5,0,3,금속공예디자인학과,,9,70.0
U07730,21,일반고,사립,여자학교,3,5,5,0,3,,,10,80.0
U03095,0,기타,기타,기타,0,5,5,0,3,,,8,70.0
U04415,21,일반고,공립,남여공학,5,5,5,0,5,,,10,80.0
U00751,0,기타,기타,기타,0,5,5,0,3,,,4,90.0
U03263,21,일반고,사립,남자학교,3,5,5,0,19,,,0,70.0
U02087,0,기타,기타,기타,0,5,5,0,13,,,13,70.0
U00132,21,일반고,사립,여자학교,3,5,5,0,3,,,3,80.0
U01964,0,기타,기타,기타,0,5,5,0,3,컨벤션경영,,3,70.0
U00460,21,일반고,공립,여자학교,4,5,5,0,10,,,4,80.0
U01269,21,일반고,사립,남자학교,9,5,5,0,7,,,3,80.0
U04057,21,일반고,공립,남여공학,3,5,5,0,3,사회교육원경영학과주말특별전형,,5,5.0
U02257,21,일반고,공립,여자학교,17,5,5,0,17,영어영문학,,8,80.0
U08074,0,기타,기타,기타,0,5,10,0,5,,,9,80.0
U03806,21,일반고,공립,남여공학,5,5,5,0,5,,,19,80.0
U00718,0,기타,기타,기타,5,5,5,0,8,스포츠레져학과,,9,70.0
U06267,21,일반고,사립,남여공학,3,5,5,0,3,전자공학부,,6,20.0
U06120,21,자율고,사립,남자학교,3,0,0,0,0,스페인어교육과,,17,0.0
U01306,21,일반고,사립,남자학교,11,5,5,0,11,외교학과,,18,80.0
U00932,21,일반고,사립,남여공학,5,0,0,0,0,일어일문과,,8,80.0
U00761,21,일반고,사립,여자학교,13,5,5,0,3,,,9,70.0
U07886,21,일반고,공립,남여공학,3,5,5,0,3,의류패션산업과졸업,,9,80.0
U07063,21,일반고,공립,남여공학,13,5,5,0,5,미술대학공예디자인섬유텍스타일,,9,70.0
U04210,21,일반고,사립,남자학교,8,5,5,0,11,,,9,60.0
U04353,21,일반고,사립,여자학교,5,5,5,0,3,영상비즈니스,,3,90.0
U00939,21,자율고,사립,남자학교,3,0,0,0,0,골프학과,,9,90.0
U07317,21,일반고,사립,여자학교,11,5,5,0,17,,,9,80.0
U00588,21,일반고,사립,여자학교,3,5,5,0,3,,,0,80.0
U01616,21,일반고,공립,여자학교,7,5,5,0,3,,,9,90.0
U06846,8,특성화고,공립,남여공학,3,5,5,0,3,,,9,80.0
U06513,21,일반고,사립,남여공학,14,5,5,0,3,,,7,70.0
U03061,0,기타,기타,기타,0,5,5,0,7,정보처리학,,7,80.0
U03672,21,일반고,사립,남여공학,3,5,5,0,4,,,0,70.0
U06735,21,일반고,사립,여자학교,3,3,5,0,14,,,9,90.0
U06622,21,일반고,사립,남자학교,3,5,5,0,3,,,9,80.0
U02191,21,일반고,사립,남여공학,14,3,5,0,15,불어불문학,,8,70.0
U07633,21,일반고,사립,여자학교,3,5,5,0,17,,,8,0.0
U01206,0,기타,기타,기타,3,3,5,0,3,,,9,70.0
U02812,21,일반고,사립,여자학교,5,5,5,0,17,,,9,80.0
U00665,21,일반고,사립,여자학교,3,0,0,0,0,,,9,100.0
U04123,0,기타,기타,기타,0,5,5,0,3,,,19,80.0
U01467,21,일반고,공립,여자학교,15,5,5,0,15,패션산업전공,,4,80.0
U01869,21,일반고,공립,여자학교,11,5,5,0,11,,,4,90.0
U05571,21,일반고,공립,남여공학,5,5,10,0,3,,,9,70.0
U00980,21,일반고,공립,남여공학,5,5,5,0,3,미술학부서울,,9,70.0
U03369,21,일반고,사립,여자학교,3,5,7,0,3,,,9,0.0
U07595,0,기타,기타,기타,0,5,5,0,7,,,0,90.0
U01180,0,기타,기타,기타,0,5,5,0,10,조형예술학부시각디자인과,,9,60.0
U07496,21,일반고,공립,남여공학,3,3,6,0,3,,,3,70.0
U04994,0,기타,기타,기타,0,3,5,0,15,바이오메디컬공학부,,16,80.0
U00242,21,자율고,공립,남여공학,0,5,5,0,10,미술대학텍스타일패션디자인,,9,80.0
U05818,21,일반고,사립,남자학교,7,0,0,0,0,,,9,80.0
U01367,21,일반고,사립,남자학교,11,5,5,0,17,패션비지니스학과,,9,80.0
U02482,21,일반고,공립,여자학교,13,5,5,0,10,,,4,80.0
U02071,21,일반고,공립,남여공학,5,5,5,0,5,,,5,90.0
U07460,16,특성화고,사립,여자학교,5,3,6,0,3,,,19,70.0
U07556,21,일반고,사립,남자학교,3,5,5,0,5,,,3,80.0
U01340,0,기타,기타,기타,0,3,5,0,10,,,20,80.0
U06162,21,일반고,공립,여자학교,15,5,5,0,15,산업제품디자인,,9,80.0
U05554,19,특목고,사립,남여공학,5,5,5,0,3,,,9,70.0
U01548,21,자율고,사립,남자학교,3,0,0,0,0,,,9,80.0
U01839,21,일반고,사립,여자학교,15,3,5,0,15,,,4,90.0
U04886,21,일반고,공립,남자학교,9,5,5,0,7,공업화학,,13,70.0
U03005,21,일반고,사립,여자학교,10,5,5,0,5,,,9,60.0
U04148,8,특성화고,공립,남여공학,11,5,5,0,11,,,9,80.0
